origins,"-22.9033459,-43.1741108","-22.9053258,-43.1753216","-22.9065477,-43.171689","-22.9135526,-43.1729363","-22.9121228,-43.171083499999988","-22.910479,-43.177743199999988","-22.9063086,-43.1768351","-22.9031211,-43.1774405","-22.906491,-43.178954","-22.9032893,-43.1813754","-22.908049,-43.1831914","-22.9064194,-43.1880338","-22.9013307,-43.1774405","-22.9078749,-43.2049783","-22.8992731,-43.1862179","-22.8985011,-43.1831914","-22.900116,-43.1801647","-22.8973499,-43.177743199999988","-22.9199108,-43.1764764","-22.9110173,-43.2098185","-22.9127066,-43.197717","-22.9007447,-43.2013478","-22.8976297,-43.1928756","-22.9160249,-43.1807701","-22.9103782,-43.1904547","-22.9199254,-43.1904547","-22.9262406,-43.1965067","-22.9189915,-43.2073984","-22.9269662,-43.2049783","-22.9189315,-43.2146583","-22.9269056,-43.2122385","-22.9149145,-43.2194976","-22.9124683,-43.2267557","-22.9199108,-43.1764764","-22.9369679,-43.4114825","-22.9289815,-43.2485237","-22.9187487,-43.236431499999988","-22.9306453,-43.2400595","-22.9355418,-43.2255461","-22.9449583,-43.2400595","-22.9574397,-43.2666564","-22.9699767,-43.2859908","-22.9243357,-43.2340127","-22.9289181,-43.255777599999988","-22.9212265,-43.2255461","-22.914701,-43.2448963","-22.9145764,-43.2594041","-22.9303904,-43.2690736","-22.908049,-43.2787413","-22.9223557,-43.2787413","-22.9269937,-43.2932393","-22.9199108,-43.1764764","-22.9143541,-43.2847827","-22.9189594,-43.3029023","-22.9000169,-43.2884071","-22.8997597,-43.3173933","-22.9109261,-43.3125635","-22.8760518,-43.3029023","-22.8831714,-43.3065255","-22.8888491,-43.2932393","-22.8911381,-43.3041101","-22.8778059,-43.2835744","-22.8681471,-43.2980711","-22.8424379,-43.3318801","-22.861871,-43.2884071","-22.8920802,-43.287199","-22.8889738,-43.2787413","-22.8969113,-43.279949599999988","-22.8954047,-43.2702822","-22.8874661,-43.2690736","-22.8972488,-43.2400595","-22.879677,-43.2497327","-22.891752,-43.2315938","-22.8957676,-43.2267557","-22.887707,-43.2400595","-22.8958558,-43.2158682","-22.8735581,-43.2123807","-22.9046147,-43.2146583","-22.9037402,-43.2243364","-22.9067905,-43.2400595","-22.9065434,-43.2690736","-22.9035287,-43.2497327","-22.8986666,-43.2606129","-22.8947121,-43.2581953","-22.8827874,-43.2581953","-22.8875724,-43.256382","-22.8900027,-43.2509417","-22.8157037,-43.2980711","-22.8222125,-43.2787413","-22.8221273,-43.2896152","-22.8365182,-43.2787413","-22.839774,-43.2690736","-22.8454997,-43.2485237","-22.8477994,-43.2594041","-22.8621376,-43.255777599999988","-22.855797,-43.2533597","-22.8701071,-43.2533597","-22.8645808,-43.2485237","-22.8590537,-43.2436871","-22.8510839,-43.2461055","-22.8675207,-43.2363898","-22.8772027,-43.2606129","-22.8747581,-43.267865099999987","-22.8557101,-43.2642391","-22.8636199,-43.2690736","-22.9199108,-43.1764764","-22.8412578,-43.2823662","-22.8468987,-43.2726992","-22.8475666,-43.2884071","-22.8555927,-43.2787413","-22.8474474,-43.3029023","-22.8362841,-43.3077331","-22.8364021,-43.2932393","-22.8553524,-43.3077331","-22.8449735,-43.313771","-22.8249735,-43.3306731","-22.8282603,-43.3173933","-22.8361644,-43.3222227","-22.9580526,-43.197717","-22.8123333,-43.3222227","-22.8124492,-43.3077331","-22.8267501,-43.3077331","-22.8836985,-43.3367082","-22.8917286,-43.3270517","-22.89473,-43.3463628","-22.8945959,-43.3608412","-22.8833673,-43.3729033","-22.8739062,-43.365666399999988","-22.8724059,-43.356015500000012","-22.8804346,-43.3463628","-22.8774301,-43.3270517","-22.8693696,-43.340328799999988","-22.8662669,-43.3318801","-22.8567353,-43.3318801","-22.9199108,-43.1764764","-22.8663928,-43.3173933","-22.8552296,-43.3222227","-22.883108,-43.313771","-22.8759577,-43.313771","-22.8327841,-43.3463628","-22.8454173,-43.354809","-22.8374242,-43.3608412","-22.8262664,-43.365666399999988","-22.8096837,-43.354809","-22.8168607,-43.3511894","-22.8072412,-43.3620475","-22.8263593,-43.354809","-22.8248831,-43.3415357","-22.8183676,-43.3608412","-22.8122156,-43.3367082","-22.8566091,-43.3463628","-22.8487092,-43.3415357","-22.8612778,-43.357222","-22.8533477,-43.356015500000012","-22.8594832,-43.3801392","-22.8666613,-43.3765214","-22.861213,-43.3644601","-22.8640456,-43.4018405","-22.8498256,-43.3946078","-22.8370388,-43.4042512","-22.8299284,-43.4006352","-22.825852,-43.4126877","-22.8369067,-43.4187128","-22.8324064,-43.3897854","-22.8196533,-43.3958133","-22.8198422,-43.374109399999988","-22.8197482,-43.3849625","-22.8404304,-43.3801392","-22.8325341,-43.375315400000012","-22.8499567,-43.3801392","-22.8484553,-43.3704911","-22.8812504,-43.4283516","-22.8811081,-43.4428062","-22.8589415,-43.437988399999988","-22.8723697,-43.4440105","-22.8509158,-43.4476234","-22.8575155,-43.4211227","-22.8700954,-43.4331702","-22.8864297,-43.3849625","-22.8926882,-43.3946078","-22.8877865,-43.4090722","-22.8798963,-43.4042512","-22.874996,-43.4187128","-22.8844832,-43.4223276","-22.9051268,-43.4211227","-22.8938978,-43.4331702","-22.9176264,-43.4403973","-22.9111556,-43.4524402","-22.8793654,-43.4584606","-22.8904823,-43.4572566","-22.880818,-43.4717027","-22.9078077,-43.4692953","-22.8775477,-43.4813312","-22.8997009,-43.4861447","-22.9234115,-43.4933641","-22.8821564,-43.4957704","-22.8665428,-43.4717027","-22.8704475,-43.4777208","-22.871007,-43.5005825","-22.8664339,-43.4825346","-22.8576631,-43.487348","-22.8591516,-43.4969735","-22.8409047,-43.4981765","-22.8490007,-43.4813312","-22.8666507,-43.4608685","-22.8618203,-43.4680916","-22.8522678,-43.4717027","-22.8555701,-43.4584606","-22.8499945,-43.4608685","-22.8411534,-43.4729064","-22.8667221,-43.4536443","-22.8730798,-43.4524402","-22.8143613,-43.217729899999988","-22.7966774,-43.1807701","-22.7863894,-43.1722945","-22.7990157,-43.1880338","-22.8101617,-43.1868232","-22.8037396,-43.1952964","-22.8189714,-43.1783486","-22.8172967,-43.1904547","-22.8020403,-43.2110285","-22.8100616,-43.2013478","-22.8131062,-43.2207073","-22.9622723,-43.1692671","-22.9614409,-43.1735053","-22.9621959,-43.1783486","-22.9665852,-43.1768351","-22.9629505,-43.1831914","-22.9660917,-43.1880338","-22.9689026,-43.1850073","-22.9668457,-43.1928756","-22.9669548,-43.1801647","-22.9720434,-43.1898495","-22.9792041,-43.1898495","-22.9747594,-43.197717","-22.9740535,-43.1874285","-22.9787638,-43.1946912","-22.982376,-43.19106","-22.9851232,-43.1952964","-22.9303914,-43.1753216","-22.9223709,-43.1831914","-22.9248164,-43.175927","-22.9295319,-43.1831914","-22.9367524,-43.175927","-22.936693,-43.1831914","-22.932675,-43.1880338","-22.94207,-43.206188399999988","-22.9414067,-43.1904547","-22.9407113,-43.1783486","-22.9478123,-43.1856126","-22.9477513,-43.1928756","-22.9516157,-43.206188399999988","-22.9557278,-43.1904547","-22.9548962,-43.1946912","-22.9557893,-43.1831914","-22.9521014,-43.1959016","-22.9534631,-43.175927","-22.8366233,-43.2634821","-22.9841763,-43.2122385","-22.9850099,-43.2080035","-22.982672,-43.202558","-22.9754802,-43.206188399999988","-22.9777694,-43.217078","-22.9768868,-43.2267557","-22.9864472,-43.2249413","-22.9836855,-43.2225219","-22.9847956,-43.2315938","-22.9767211,-43.2448963","-22.8830531,-43.2255461","-22.96097,-43.2279653","-22.9531229,-43.2158682","-22.9674401,-43.2158682","-22.9659661,-43.202558","-22.9860579,-43.2666564","-23.0001547,-43.2884071","-23.0093991,-43.3173933","-23.0118936,-43.3065255","-23.0041814,-43.3608412","-23.0012065,-43.3415357","-23.0013555,-43.3270517","-22.982505,-43.3053178","-22.9436244,-43.3813451","-22.9625663,-43.3921967","-22.9324254,-43.3897854","-22.9214068,-43.3801392","-22.9228995,-43.3897854","-22.9116674,-43.4018405","-22.9054822,-43.3849625","-22.9167836,-43.365666399999988","-22.9021596,-43.355317199999988","-22.9122928,-43.3367082","-22.9247824,-43.3596348","-22.9280867,-43.3463628","-22.9250925,-43.3270517","-22.941095,-43.3149785","-22.9759581,-43.3246373","-22.9536202,-43.3342942","-22.9392525,-43.3415357","-22.9439121,-43.3523959","-22.9661369,-43.3536025","-22.9374762,-43.3608412","-22.9549342,-43.3620475","-22.9469693,-43.3644601","-22.9563884,-43.375315400000012","-22.9896594,-43.3518534","-22.9622624,-43.4211227","-22.9680314,-43.47411","-22.9995319,-43.4933641","-23.0033129,-43.4403973","-23.0006704,-43.3921967","-23.0235775,-43.4717027","-22.8852017,-43.5077998","-22.8913638,-43.5246361","-22.8976,-43.5342543","-22.9071499,-43.5306477","-22.9125643,-43.5426687","-22.935723,-43.5270408","-23.0054157,-43.5318499","-22.9979386,-43.6231337","-22.9867005,-43.6351321","-22.997659,-43.644728699999987","-22.9751855,-43.668712199999987","-22.9730781,-43.584719","-22.9727222,-43.6135328","-22.9661476,-43.6327326","-22.9570908,-43.5967268","-22.9442159,-43.6135328","-22.9478452,-43.5751106","-22.9291649,-43.5462744","-22.9433452,-43.553485","-22.9131811,-43.5582915","-22.9241632,-43.5679032","-22.9099031,-43.5679032","-22.8984092,-43.568503799999988","-22.9053119,-43.553485","-22.9161307,-43.577512899999988","-22.9222718,-43.5943255","-22.9199108,-43.1764764","-22.9189059,-43.6111323","-22.9128514,-43.5871208","-22.8920803,-43.6027296","-22.9061237,-43.6207336","-22.9031809,-43.6015291","-22.892982,-43.5931248","-22.9033468,-43.5871208","-22.8773715,-43.6423298","-22.8951509,-43.6111323","-22.8871219,-43.6207336","-22.8825365,-43.6063309","-22.9690705,-43.651925","-22.8971194,-43.577512899999988","-22.8891307,-43.5835181","-22.8874924,-43.5883216","-22.8714775,-43.6039301","-22.8852777,-43.5739095","-22.8748334,-43.5871208","-22.9012562,-43.5618961","-22.8933067,-43.564299","-22.8869155,-43.569104499999987","-22.8943249,-43.5438706","-22.8725769,-43.5763118","-22.8831787,-43.548678","-22.8766302,-43.5679032","-22.8690696,-43.5342543","-22.8785797,-43.5342543","-22.8772868,-43.506597","-22.8688384,-43.5558883","-22.8373454,-43.5366585","-22.8629055,-43.5174213","-22.9213148,-43.6735074","-22.9196277,-43.681898","-22.9203589,-43.686692","-22.9199108,-43.1764764","-22.9434099,-43.6783022","-22.9836216,-43.6890889","-22.9733521,-43.687890499999988","-22.9763102,-43.7034673","-22.9636694,-43.7022693","-22.9559151,-43.6902872","-22.9289858,-43.6926839","-22.9201776,-43.7010712","-22.88946,-43.6902872","-22.8858218,-43.7286194","-22.9085361,-43.6830966","-22.9088885,-43.6543235","-22.8960231,-43.6711099","-22.9059531,-43.6351321","-22.9376476,-43.6327326","-22.92193,-43.6231337","-22.9373809,-43.6543235","-22.9340956,-43.6639164","-22.9311676,-43.644728699999987","-22.8663607,-43.4897546","-22.9199108,-43.1764764"
"-22.9033459,-43.1741108",0,381,470,1556,1340,1356,530,393,688,742,1477,1636,450,1927,1503,1437,1209,656,1025,2300,1571,2601,1626,1855,1890,3744,3390,2006,3015,1753,2523,1827,1960,1025,7170,3199,2329,1904,0,3906,4977,6193,1828,3727,1771,3198,3858,5694,4753,4819,5581,1025,5084,7818,3796,4502,5011,4197,3901,3852,3611,2902,2921,3689,4094,3786,3825,3383,3638,3147,2358,2851,4111,3831,4072,2985,3595,2545,2370,2239,3266,2956,2903,3180,2378,3465,3721,4095,6207,4200,3651,3864,7802,3763,3265,3553,3106,3763,4187,4236,4608,2668,3536,3397,3887,1025,3649,3826,4364,5675,4070,4917,4174,3649,4386,4845,5240,4841,2960,5942,4772,5066,3504,4581,4806,5514,5848,4833,4281,3699,3983,3606,4585,4678,1025,5069,3895,4112,3466,3997,5376,5131,5486,4960,4753,4511,4247,4533,4558,5557,5000,4244,4222,4820,4708,4626,4041,3832,4359,4212,4155,4961,8077,4644,4536,4999,6161,5329,6494,3906,5145,4735,5039,5677,4657,6862,0,4630,5935,5604,6013,5475,5063,5725,7116,6024,7979,0,4819,6207,5319,6859,5248,6995,0,6120,5493,5692,6135,5776,7627,7609,8253,7769,5273,5914,6938,7033,7053,8346,5138,4686,6158,5036,6160,5023,5129,5936,5706,7841,6390,6880,6188,3715,3554,2066,2146,2385,2048,2111,3403,2040,2353,2464,2661,2527,2795,2713,2350,1463,1705,1389,1798,1551,1912,2197,3657,2709,1412,1754,2592,5685,2225,2490,2272,3569,3220,4110,3583,3333,2597,3568,0,4038,3964,3848,4846,6390,3359,4508,4913,4194,3724,8816,7963,7415,8600,7606,7253,7930,7495,6763,5621,6133,6670,6317,6082,6689,5588,4880,7683,6418,6077,8148,8491,9666,8122,7165,8277,7327,7472,6735,6336,5922,9352,8707,0,10421,6712,7557,7951,5540,6216,5556,6756,7050,10033,9657,10950,12195,11219,11481,9897,9402,10528,9603,10387,8485,8134,8432,6290,7151,6358,6215,5993,6945,7146,1025,7093,6351,7981,7039,6527,7698,6262,10003,7165,8594,8166,9983,6325,7870,7627,7958,7278,8187,5418,6410,7490,5584,7973,7254,7706,7884,7652,5289,7317,9901,7113,7539,6776,6970,1025,8607,11102,10831,10309,9447,9015,7891,8050,9001,21061,7169,7404,7888,6975,8009,6988,7924,7506,7771,5420
"-22.9053258,-43.1753216",315,0,588,645,1272,445,149,294,425,449,508,725,416,1144,947,1524,1171,725,632,1555,1178,1884,1276,944,977,2369,3037,1613,2622,1360,2130,1434,1567,632,6380,2806,1936,1511,0,3513,4584,5800,1435,3334,1378,3092,3752,4408,2557,4713,5475,632,4978,5933,3150,3972,4481,3804,3371,3322,3081,2509,2528,3296,3701,3256,3432,2853,3108,2754,1965,2121,2983,3028,3024,2280,3436,2459,1977,1846,2736,2426,2373,2650,1985,3129,3191,3365,5896,3470,2921,3134,7790,3033,2535,2823,2376,3751,4175,4224,3935,2275,3143,2667,3494,632,2919,3096,3634,5390,3642,4524,3444,3256,3993,4819,4631,4149,2567,5212,4042,5098,2991,4051,4293,5001,5135,4303,3751,3186,3453,3093,3672,4093,632,4174,3502,3582,3155,3604,4002,4420,4509,4567,4360,4118,3854,4140,4165,5164,4135,3851,3692,3998,3868,4096,3511,3042,3577,3819,3762,4568,7684,4251,4143,4688,5768,4411,4680,3393,4615,3945,4249,4893,3867,6072,0,3840,5145,4814,4622,4579,4273,4935,6326,5234,7189,0,4029,5417,4529,6069,4458,6205,0,5291,4703,4902,5345,4986,6837,6819,7463,6979,4483,5124,6148,6243,6263,7556,4348,3896,6072,5145,6269,5132,6888,6938,5815,7755,6304,6794,6102,3404,3243,1673,1753,1992,1655,1718,3010,1647,1960,2071,2268,2134,2402,2320,1957,1070,1312,996,1405,1158,1519,1804,3264,2316,1019,1361,2199,5315,1832,2097,1879,2246,2909,3380,3190,2940,2204,3175,0,3645,3571,3455,4453,5199,2311,4115,4520,3801,3331,8423,7570,7022,7239,6488,6463,7537,7102,5973,4831,5343,5880,5527,5292,5899,4972,4165,6735,6025,5684,8038,8381,9468,7924,7091,6965,6934,7079,6222,5823,5409,8959,7917,0,9631,5922,6767,7161,4750,5687,4766,5966,6260,9243,8867,10160,11665,10103,10691,9107,8612,9738,8813,9597,7695,7344,7642,5500,6361,5568,5425,5203,6155,6356,632,6086,5561,7191,6249,5737,6908,5472,9213,6375,7804,7376,8867,5535,7080,6837,7627,6488,7397,4628,5620,6700,4794,7183,6335,6916,7094,6862,4499,6527,9111,6323,6989,6226,6420,632,8057,10552,10281,9759,8897,8465,7341,7500,8451,11501,6619,6854,7338,6425,7459,6438,7374,6956,7221,4870
"-22.9065477,-43.171689",440,572,0,938,1019,824,626,787,902,904,1410,1752,844,2139,1794,1728,1375,1475,989,1735,2220,2607,1917,1783,1986,3303,4056,2068,3077,1815,2585,1889,2022,989,7075,3261,2391,1966,0,3968,5039,6255,1890,3789,1833,3374,4034,4863,4785,5096,5858,989,5382,7831,3845,4699,5208,4259,4098,4049,3808,2964,2983,3751,4156,3983,3887,3580,3960,3209,2420,2576,4124,3863,4104,2998,4525,2577,2432,2301,4607,4100,3100,3430,2440,4873,5039,3820,6220,3925,3376,3589,8534,3488,2990,3278,2831,4495,4919,4968,4931,2730,3598,3122,3949,989,3374,3551,4089,5400,4303,4979,3899,3711,4448,5274,5128,4903,3775,5667,4497,4791,3686,4778,4988,5696,5830,5030,4478,3881,4180,3788,4647,4740,989,5131,3957,4309,3658,4059,4505,4869,5175,5022,4815,4573,4309,4595,4620,5619,4972,4306,4419,4501,4563,4823,4238,3737,4541,4154,4097,4903,8019,4586,4478,5191,6223,4917,5183,4088,5342,4640,4944,5582,4562,6767,0,4535,5840,5509,5918,5380,4968,5630,7021,5929,7884,0,4724,6112,5224,6764,5153,6900,0,6025,5398,5597,6040,5681,7532,7514,8158,7674,5178,5819,6843,6938,6958,8251,5043,4591,6171,5146,6270,5133,5239,7447,5816,7854,6403,6893,6201,3646,3485,2030,2110,2349,2012,2075,3367,2004,2317,2428,2625,2491,2759,2677,2314,1427,1669,1353,1762,1515,1876,2161,3621,2673,1376,1718,2556,5649,2189,2454,2236,2281,3151,3835,3547,3297,2561,3532,0,4002,3928,3812,4810,6251,3391,4472,4798,3924,3688,8780,7927,7379,8662,7668,7158,7894,7557,6668,5526,6038,6575,6222,5987,6594,5493,4686,7256,6480,6139,8425,8768,9947,8403,7442,8749,7389,7534,6917,6518,6104,9414,8612,0,10326,6617,7462,7856,5445,6121,5461,6661,6955,9938,9562,10855,12100,11124,11386,9802,9307,10433,9508,10292,8390,8039,8337,6195,7056,6263,6120,5898,6850,7051,989,6998,6256,7886,6944,6432,7603,6167,9908,7070,8499,8071,9888,6230,7775,7532,8150,7183,8092,5323,6315,7395,5489,7878,7159,7611,7789,7557,5194,7222,9806,7018,7444,6681,6875,989,8512,11007,10736,10214,9352,8920,7796,7955,8906,18144,7074,7309,7793,6880,7914,6893,7829,7411,7676,5325
"-22.9135526,-43.1729363",1445,568,1380,0,749,963,743,855,1095,942,1715,1419,1576,1475,1440,1943,1605,1700,979,1773,2090,2856,2132,1272,1856,3173,3917,2800,3287,1853,2623,1927,2060,979,7113,3299,2429,2004,0,4214,5077,6293,1928,3827,1871,2615,3260,4901,3290,4581,5343,979,4990,6666,3883,4445,4954,4297,3844,3795,3554,3002,3021,3789,4194,3729,3925,3326,3998,3247,2458,2614,4373,3227,4430,3389,4774,3060,2470,2339,3209,2899,2846,3468,2478,3622,3788,3858,5111,3963,3414,3627,8783,3526,3028,3316,2869,4744,5168,5217,5341,2768,3636,3160,3987,979,3412,3589,4127,5438,4341,5017,3937,3749,4486,5312,5166,4941,2631,5705,4535,4829,3724,4524,5026,5734,5868,4776,4224,3919,3926,3826,4685,4778,979,5169,3995,4055,4601,4097,5476,4839,5213,5060,4853,4611,4347,4633,4658,5857,5100,4344,4165,4471,4361,4569,3984,3655,4339,4192,4135,4941,8057,4624,4516,5762,6051,4715,5153,3886,5088,4558,4862,5885,4480,6685,0,4453,6572,5427,5836,5298,5286,5548,6939,5847,7802,0,4642,6030,5142,6682,5071,6818,0,5784,5316,5515,5958,5599,7450,7432,8076,7592,5096,5737,6761,6856,6876,8169,4961,4509,6872,8391,9138,8014,7707,7757,9065,8555,7104,7644,6902,3683,3522,2020,2100,2339,2002,2065,3357,1994,2307,2418,2615,2481,2749,2667,2304,1417,1659,1343,1752,1505,1866,2151,3611,2663,1366,1708,2489,5639,2179,2460,2226,2271,3188,4053,3537,3287,2551,3522,0,3818,3918,3802,4800,6145,3717,4462,4788,3914,3678,8770,7917,7369,8422,7706,8189,7884,7595,6586,5444,5956,6057,6140,5905,6512,5465,4860,7783,6518,6177,7910,8253,9872,7813,6927,8102,7427,7572,6715,6316,5902,9452,8530,0,10244,6535,8342,7774,5363,6300,5379,6579,6873,9856,9480,10773,12018,10426,11304,9720,9225,10351,9426,10210,8308,7957,8255,6113,6974,6181,6038,5816,6768,6969,979,6579,6174,7804,6862,6350,7521,6085,9764,6988,8417,7989,9190,6148,7693,7450,8120,7101,8010,5241,6233,7313,5407,7622,6948,7529,7707,7475,5112,7140,9724,6936,7362,6599,6793,979,8430,10925,10654,10132,9270,8838,7714,7873,9160,0,6992,7227,8047,6798,7832,6811,7747,7329,7594,5243
"-22.9121228,-43.171083499999988",1895,1852,1053,744,0,1810,1648,2100,1924,2203,2019,2361,2055,2724,2488,2520,2084,2184,1214,3242,2544,3361,2647,1736,2310,3627,4371,3254,3634,3223,4178,3342,3633,1214,7933,3958,3088,2663,0,4665,5736,6952,2587,5402,2530,4232,4892,6622,4110,6108,6870,1214,6240,7486,4702,5408,5917,4956,4807,4758,4517,3661,3680,4448,4853,4692,4584,4289,4544,3906,3117,3757,4888,4321,4962,3752,5395,3435,4240,2998,4029,3719,3666,3943,3137,4592,4484,5001,6909,5106,4557,4770,0,4669,4171,4459,4012,5212,5636,5685,5873,3427,4295,4303,4646,1214,4555,4732,5270,6581,4794,5676,5080,4408,5145,5971,5783,5301,3261,6848,5678,5972,4544,5344,5846,6554,6688,5596,5044,4882,4746,5150,5368,5245,1214,5527,4654,4875,4508,4756,5355,5773,5862,5719,5512,5270,5006,5292,5317,6316,5488,5003,4985,5351,5564,5389,4804,4314,4729,5395,5338,6144,9260,5827,5719,6041,6987,5563,6033,5089,5908,5217,5521,6544,5139,7344,0,5112,7179,6086,6495,5957,5545,6207,7598,6506,8461,0,5301,6689,5801,7341,5730,7477,0,6443,5975,6174,6617,6258,8109,8091,8735,8251,5755,6396,7420,7515,7535,8828,5620,5168,6756,8496,9284,8119,7719,8060,8949,8439,6988,7478,6786,4241,4080,2367,2447,2686,2349,2412,3704,2341,2654,2765,2962,2828,3096,3014,2651,1764,1954,1615,2099,1852,2213,2498,3958,3010,1713,2055,2893,5986,2526,2791,2573,2940,3746,5016,3884,3634,2898,3869,0,4339,4265,4149,5147,5893,4249,4809,5135,4495,4025,9117,8264,7716,8037,8365,8536,8231,8254,7245,6103,6615,7260,6799,6564,7171,6854,6047,8617,7177,6836,9437,9780,10219,9340,8454,8258,8086,8231,7918,7519,7105,10177,9189,0,10903,7194,8039,8433,6022,6959,6038,7238,7532,10515,10139,11432,12677,11085,11963,10379,9884,11010,10085,10869,8967,8616,8914,6772,7633,6840,6697,6475,7427,7628,1407,7238,6833,8463,7521,7009,8180,6744,10423,7647,9076,8648,9849,6807,8352,8109,8779,7760,8669,5900,6892,7972,6066,8281,7607,8188,8366,8134,5771,7799,10383,7595,8021,7258,7452,1407,9089,11584,11313,10791,9929,9497,8373,8532,9819,0,7651,7886,8706,7457,8491,7470,8406,7988,8253,5902
"-22.910479,-43.177743199999988",974,660,791,885,1825,0,473,842,640,487,985,1332,883,1020,985,1175,899,1238,524,1318,1216,2524,1856,764,1398,2342,3035,1651,2660,1398,2168,1472,1605,524,6658,2844,1974,1549,0,3551,4622,5838,1473,3372,1416,2160,2805,4446,2835,4126,4888,524,4535,6211,3428,3990,4499,3842,3389,3340,3099,2547,2566,3334,3739,3274,3470,2871,3543,2792,2003,2159,3687,2772,4041,2853,4454,2087,2015,1884,2754,2444,2391,3013,2023,4343,3232,3403,5880,3508,2959,3172,8058,3071,2573,2861,2414,4019,4443,4492,4616,2313,3181,2705,3532,524,2957,3134,3672,4983,3886,4562,3482,3294,4031,4857,4711,4486,2176,5250,4080,4374,3269,4069,4571,5279,5413,4321,3769,3464,3471,3371,4230,4323,524,4714,3540,3600,4146,3642,5021,4384,4758,4605,4398,4156,3892,4178,4203,5202,4555,3889,3710,4308,4146,4114,3529,3320,4124,3737,3680,4486,7602,4169,4061,5307,5806,4500,6139,3671,4633,4223,4527,5165,4145,6350,0,4118,5423,5092,5501,4963,4551,5213,6604,5512,7467,0,4307,5695,4807,6347,4736,6483,0,5608,4981,5180,5623,5264,7115,7097,7741,7257,4761,5402,6426,6521,6541,7834,4626,4174,6142,7661,8408,7284,6977,7027,8335,7825,6374,6914,6172,2383,2203,1565,1645,1884,1547,1610,2902,1539,1852,1963,2160,2026,2294,2212,1849,962,1204,888,1297,1050,1411,1696,3156,2208,911,1253,2091,5184,1724,1989,1771,1816,2269,3418,3082,2832,2096,3067,0,3537,3463,3347,4345,5091,3399,4007,4333,3459,3223,8315,7462,6914,8245,7251,6741,7429,7140,6251,5109,5621,6158,5805,5570,6177,5076,4269,6839,6063,5722,7455,7798,8902,7358,6472,7647,6972,7117,6500,6101,5687,8997,8195,0,9909,6200,7045,7439,5028,5704,5044,6244,6538,9521,9145,10438,11683,10707,10969,9385,8890,10016,9091,9875,7973,7622,7920,5778,6639,5846,5703,5481,6433,6634,524,6581,5839,7469,6527,6015,7186,5750,9491,6653,8082,7654,9471,5813,7358,7115,7665,6766,7675,4906,5898,6978,5072,7461,6742,7194,7372,7140,4777,6805,9389,6601,7027,6264,6458,524,8095,10590,10319,9797,8935,8503,7379,7538,8489,11539,6657,6892,7376,6463,7497,6476,7412,6994,7259,4908
