LOG_NU,UFE_SG,LOC_NU,BAI_NU_INI,BAI_NU_FIM,LOG_NO,LOG_COMPLEMENTO,CEP,TLO_TX,LOG_STA_TLO,LOG_NO_ABREV
915084,RJ,7043,12154,NULL,"da Esperança",NULL,21854292,Caminho,S,"Cam da Esperança"
915085,RJ,7043,12154,NULL,"Antônio Figueira",NULL,21854294,Caminho,S,"Cam Antônio Figueira"
915086,RJ,7043,12154,NULL,"da Granja",NULL,21854296,Caminho,S,"Cam da Granja"
361334,RJ,7043,12154,NULL,Yamagata,NULL,21854300,Rua,S,"R Yamagata"
361822,RJ,7043,12253,NULL,"da Água Branca","- de 4132 a 4294 - lado par",21860001,Estrada,S,"Est da Água Branca"
361823,RJ,7043,12253,NULL,"da Água Branca","- de 4215 a 4487 - lado ímpar",21860002,Estrada,S,"Est da Água Branca"
343902,RJ,7043,12154,NULL,Araquem,NULL,21860005,Rua,S,"R Araquem"
352200,RJ,7043,12154,NULL,"José Inácio de Abreu e Lima",NULL,21860010,Rua,S,"R José I de A E Lima"
352311,RJ,7043,12154,NULL,"Josina Machel",NULL,21860020,Rua,S,"R Josina Machel"
363605,RJ,7043,12253,NULL,"Porto Brilhante",NULL,21860030,Rua,S,"R Porto Brilhante"
356574,RJ,7043,12253,NULL,"Porto Cristal",NULL,21860040,Rua,S,"R Porto Cristal"
356577,RJ,7043,12253,NULL,"Porto Diamante",NULL,21860050,Rua,S,"R Porto Diamante"
344338,RJ,7043,12154,NULL,"Avelino de Carvalho",NULL,21860060,Rua,S,"R Avelino de Carvalho"
349959,RJ,7043,12154,NULL,"General Roberto de Oliveira",NULL,21860065,Rua,S,"R Gen Roberto de Oliveira"
346491,RJ,7043,12253,NULL,Cinco,NULL,21860090,Rua,S,"R Cinco"
358402,RJ,7043,12154,NULL,"São Cristiano",NULL,21860110,Rua,S,"R S Cristiano"
356833,RJ,7043,12154,NULL,"Professor Ferreira de Abreu",NULL,21860120,Praça,S,"Pç Prf Ferreira de Abreu"
359843,RJ,7043,12154,NULL,"Talismã de Vila São Bento",NULL,21860130,Rua,S,"R Talismã de V S Bento"
700257,RJ,7043,12154,NULL,"Cravina de Vila São Bento",NULL,21860132,Travessa,S,"Tv Cravina de V S Bento"
700258,RJ,7043,12154,NULL,"da Saudade de Vila São Bento",NULL,21860133,Travessa,S,"Tv da Saudade de V S Bento"
700259,RJ,7043,12154,NULL,"Margarida de Vila São Bento",NULL,21860134,Travessa,S,"Tv Margarida de V S Bento"
700260,RJ,7043,12154,NULL,"das Avencas de Vila São Bento",NULL,21860135,Travessa,S,"Tv das Avencas de V S Bento"
700261,RJ,7043,12154,NULL,"Lírio de Vila São Bento",NULL,21860136,Travessa,S,"Tv Lírio de V S Bento"
700262,RJ,7043,12154,NULL,"Malva de Vila São Bento",NULL,21860137,Travessa,S,"Tv Malva de V S Bento"
700263,RJ,7043,12154,NULL,"das Rosas","(Vl S Bento)",21860138,Travessa,S,"Tv das Rosas"
358747,RJ,7043,12154,NULL,"São Renato",NULL,21860140,Rua,S,"R S Renato"
346346,RJ,7043,12154,NULL,Cerejeiras,NULL,21860150,Rua,S,"R Cerejeiras"
356912,RJ,7043,12154,NULL,"Professor Plínio Olinto",NULL,21860160,Rua,S,"R Prf Plínio Olinto"
700270,RJ,7043,12154,NULL,"Orquídea de Vila São Bento",NULL,21860162,Travessa,S,"Tv Orquídea de V S Bento"
700271,RJ,7043,12154,NULL,"Girassol de Vila São Bento",NULL,21860163,Travessa,S,"Tv Girassol de V S Bento"
700272,RJ,7043,12154,NULL,"Palmas de Vila São Bento",NULL,21860164,Travessa,S,"Tv Palmas de V S Bento"
700273,RJ,7043,12154,NULL,"Begonia de Vila São Bento",NULL,21860165,Travessa,S,"Tv Begonia de V S Bento"
700274,RJ,7043,12154,NULL,"Alecrim de Vila São Bento",NULL,21860166,Travessa,S,"Tv Alecrim de V S Bento"
700275,RJ,7043,12154,NULL,"Jasmim de Vila São Bento",NULL,21860167,Travessa,S,"Tv Jasmim de V S Bento"
700276,RJ,7043,12154,NULL,"Esmeralda de Vila São Bento",NULL,21860168,Travessa,S,"Tv Esmeralda de V S Bento"
700255,RJ,7043,12154,NULL,"Alfazema de Vila São Bento",NULL,21860169,Travessa,S,"Tv Alfazema de V S Bento"
351372,RJ,7043,12154,NULL,Jacaiol,NULL,21860170,Rua,S,"R Jacaiol"
700277,RJ,7043,12154,NULL,"Dália de Vila São Bento",NULL,21860172,Travessa,S,"Tv Dália de V S Bento"
700278,RJ,7043,12154,NULL,"Porto Brilhante de Vila São Bento",NULL,21860173,Travessa,S,"Tv Porto B de V S Bento"
700279,RJ,7043,12154,NULL,"Violeta de Vila São Bento",NULL,21860174,Travessa,S,"Tv Violeta de V S Bento"
700280,RJ,7043,12154,NULL,"Esperança de Vila São Bento",NULL,21860175,Travessa,S,"Tv Esperança de V S Bento"
700289,RJ,7043,12154,NULL,"da Videira de Vila São Bento",NULL,21860176,Praça,S,"Pç da Videira de V S Bento"
700281,RJ,7043,12154,NULL,"Tulipas de Vila São Bento",NULL,21860177,Largo,S,"Lrg Tulipas de V S Bento"
700282,RJ,7043,12154,NULL,"Vitória Régia de Vila São Bento",NULL,21860178,Praça,S,"Pç Vitória R de V S Bento"
354400,RJ,7043,12154,NULL,Miracatu,NULL,21860180,Rua,S,"R Miracatu"
358897,RJ,7043,12154,NULL,"Sargento João Lima",NULL,21860190,Rua,S,"R Srg João Lima"
351862,RJ,7043,12154,NULL,"João Travassos",NULL,21860200,Rua,S,"R João Travassos"
357370,RJ,7043,12154,NULL,"Raul Pederneiras",NULL,21860210,Rua,S,"R Raul Pederneiras"
352204,RJ,7043,12154,NULL,"José Júlio Ramos",NULL,21860220,Rua,S,"R José J Ramos"
352023,RJ,7043,12154,NULL,"Jorge Serpa Merce",NULL,21860230,Rua,S,"R Jorge S Merce"
354467,RJ,7043,12154,NULL,"Modesto de Sousa",NULL,21860240,Rua,S,"R Modesto de Sousa"
363050,RJ,7043,12154,NULL,"Oswaldo da Silva",NULL,21860250,Rua,S,"R Oswaldo da Silva"
915022,RJ,7043,12154,NULL,Três,NULL,21860262,Travessa,S,"Tv Três"
914925,RJ,7043,12154,NULL,Dois,NULL,21860264,Travessa,S,"Tv Dois"
915023,RJ,7043,12154,NULL,Um,NULL,21860266,Travessa,S,"Tv Um"
361276,RJ,7043,12154,NULL,"Waldomiro Silveira",NULL,21860270,Praça,S,"Pç Waldomiro Silveira"
359134,RJ,7043,12154,NULL,"Serafim da Silva Neto",NULL,21860280,Rua,S,"R Serafim da S Neto"
344754,RJ,7043,12154,NULL,Batuira,NULL,21860290,Rua,S,"R Batuira"
346308,RJ,7043,12154,NULL,"Celso de Melo",NULL,21860300,Rua,S,"R Celso de Melo"
352042,RJ,7043,12154,NULL,"Jornalista Humberto Calderaro",NULL,21860310,Praça,S,"Pç Jorn Humberto Calderaro"
349231,RJ,7043,12154,NULL,"Figueiredo de Sá",NULL,21860320,Rua,S,"R Figueiredo de Sá"
351567,RJ,7043,12154,NULL,Jardimirim,NULL,21860330,Praça,S,"Pç Jardimirim"
343249,RJ,7043,12154,NULL,Alvilandia,NULL,21860340,Rua,S,"R Alvilandia"
354793,RJ,7043,12154,NULL,Natércia,NULL,21860350,Rua,S,"R Natércia"
357577,RJ,7043,12154,NULL,"Rio do Oeste",NULL,21860360,Rua,S,"R Rio do Oeste"
349697,RJ,7043,12154,NULL,Galante,NULL,21860370,Rua,S,"R Galante"
359083,RJ,7043,12154,NULL,"Senador Joaquim Pires",NULL,21860380,Rua,S,"R Sen Joaquim Pires"
342496,RJ,7043,12154,NULL,"Abelardo Bittencourt",NULL,21860390,Rua,S,"R Abelardo Bittencourt"
360913,RJ,7043,12154,NULL,"Vigilante Fortunato","- até 191 - lado ímpar",21860401,Rua,S,"R Vgte Fortunato"
360912,RJ,7043,12154,NULL,"Vigilante Fortunato","- até 608 - lado par",21860402,Rua,S,"R Vgte Fortunato"
362469,RJ,7043,12154,NULL,Iris,NULL,21860410,Rua,S,"R Iris"
349763,RJ,7043,12154,NULL,"Gastão Cruls",NULL,21860420,Rua,S,"R Gastão Cruls"
348929,RJ,7043,12154,NULL,"Eurico Sales",NULL,21860430,Rua,S,"R Eurico Sales"
350032,RJ,7043,12154,NULL,"Geraldo Cavalcanti",NULL,21860440,Rua,S,"R Geraldo Cavalcanti"
356307,RJ,7043,12154,NULL,Petrarca,NULL,21860460,Praça,S,"Pç Petrarca"
361546,RJ,7043,12154,NULL,"Carlos Rubens",NULL,21860470,Rua,S,"R Carlos Rubens"
352955,RJ,7043,12154,NULL,"Lucilio de Albuquerque",NULL,21860480,Rua,S,"R Lucilio de Albuquerque"
358105,RJ,7043,12154,NULL,"Santa Joana D Arc",NULL,21860490,Praça,S,"Pç Sta Joana D Arc"
360798,RJ,7043,12154,NULL,Vênus,(Selvinha),21860500,Travessa,S,"Tv Vênus"
363533,RJ,7043,12154,NULL,Mercúrio,NULL,21860505,Travessa,S,"Tv Mercúrio"
352419,RJ,7043,12154,NULL,Júpiter,(Selvinha),21860510,Travessa,S,"Tv Júpiter"
358953,RJ,7043,12154,NULL,Saturno,(Selvinha),21860515,Travessa,S,"Tv Saturno"
353991,RJ,7043,12154,NULL,Marte,(Selvinha),21860520,Travessa,S,"Tv Marte"
354866,RJ,7043,12154,NULL,Netuno,NULL,21860525,Travessa,S,"Tv Netuno"
915021,RJ,7043,12154,NULL,Plutão,NULL,21860527,Travessa,S,"Tv Plutão"
362598,RJ,7043,12154,NULL,Netuno,NULL,21860535,Rua,S,"R Netuno"
360616,RJ,7043,12154,NULL,Urano,NULL,21860545,Travessa,S,"Tv Urano"
363927,RJ,7043,12154,NULL,Brasil,"- de 31489 a 32849 - lado ímpar",21860570,Avenida,S,"Av Brasil"
343770,RJ,7043,12154,NULL,"Antônio Sérgio de Matos",NULL,21860580,Rua,S,"R Antônio S de Matos"
361726,RJ,7043,12154,NULL,"Porto Ametista",NULL,21860590,Rua,S,"R Porto Ametista"
357046,RJ,7043,12154,NULL,"Projetada 569",NULL,21860595,Rua,S,"R Projetada 569"
357045,RJ,7043,12154,NULL,"Projetada 568",NULL,21860600,Rua,S,"R Projetada 568"
350849,RJ,7043,12154,NULL,"Ibrahim Flor",NULL,21862000,Rua,S,"R Ibrahim Flor"
354352,RJ,7043,12154,NULL,"Ministro Ari Franco",NULL,21862005,Avenida,S,"Av Min Ari Franco"
350093,RJ,7043,12154,NULL,"Gil Amora",NULL,21862010,Rua,S,"R Gil Amora"
361915,RJ,7043,12154,NULL,"Doutor Almeida Pires",NULL,21862020,Rua,S,"R Dr Almeida Pires"
351954,RJ,7043,12154,NULL,"Jocina Maciel",NULL,21862025,Rua,S,"R Jocina Maciel"
363422,RJ,7043,12154,NULL,Iriguaçu,NULL,21862030,Rua,S,"R Iriguaçu"
357921,RJ,7043,12154,NULL,Saina,NULL,21862040,Rua,S,"R Saina"
343916,RJ,7043,12154,NULL,Araruama,NULL,21862050,Rua,S,"R Araruama"
346347,RJ,7043,12154,NULL,Ceres,NULL,21862070,Rua,S,"R Ceres"
359454,RJ,7043,12154,NULL,Sitia,NULL,21862080,Rua,S,"R Sitia"
352875,RJ,7043,12154,NULL,"do Livreiro",NULL,21862090,Rua,S,"R do Livreiro"
361917,RJ,7043,12154,NULL,"Doutora Maria Estrela",NULL,21862160,Avenida,S,"Av Dra Maria Estrela"
346450,RJ,7043,12154,NULL,"da Chita",NULL,21862170,Rua,S,"R da Chita"
345889,RJ,7043,12154,NULL,"Capitão Verdier",NULL,21862180,Rua,S,"R Cap Verdier"
345922,RJ,7043,12154,NULL,Carangola,NULL,21862190,Rua,S,"R Carangola"
355215,RJ,7043,12154,NULL,"Odete Fiúza",NULL,21862200,Rua,S,"R Odete Fiúza"
346008,RJ,7043,12154,NULL,"Carlos de Albuquerque",NULL,21862210,Rua,S,"R Carlos de Albuquerque"
362934,RJ,7043,12154,NULL,"Ferreira Lima",NULL,21862220,Rua,S,"R Ferreira Lima"
363070,RJ,7043,12154,NULL,"Professor Graça",NULL,21862230,Rua,S,"R Prf Graça"
353838,RJ,7043,12154,NULL,Marilac,NULL,21862240,Rua,S,"R Marilac"
361685,RJ,7043,12154,NULL,"Morro da Garça",NULL,21862250,Rua,S,"R Morro da Garça"
356061,RJ,7043,12154,NULL,Peçanha,NULL,21862260,Rua,S,"R Peçanha"
355105,RJ,7043,12154,NULL,"Nova Ponte",NULL,21862270,Rua,S,"R Nova Ponte"
363544,RJ,7043,12154,NULL,Munhoz,NULL,21862280,Rua,S,"R Munhoz"
354202,RJ,7043,12154,NULL,Merces,NULL,21862290,Rua,S,"R Merces"
356241,RJ,7043,12154,NULL,Perdões,NULL,21862300,Praça,S,"Pç Perdões"
347758,RJ,7043,12253,NULL,Dois,NULL,21862310,Rua,S,"R Dois"
349048,RJ,7043,12154,NULL,"Fausto Cupertino",NULL,21862320,Rua,S,"R Fausto Cupertino"
353724,RJ,7043,12154,NULL,"Maria Amélia Pontes",NULL,21862330,Rua,S,"R Maria A Pontes"
353107,RJ,7043,12154,NULL,"Luiz Rodrigues",NULL,21862340,Rua,S,"R Luiz Rodrigues"
346095,RJ,7043,12154,NULL,"Carmem Medeiros de Andrade",NULL,21862350,Rua,S,"R Carmem M de Andrade"
357570,RJ,7043,12154,NULL,"Rio das Tintas",NULL,21862360,Rua,S,"R Rio das Tintas"
361824,RJ,7043,12253,12154,"da Água Branca","- de 4489 ao fim - lado ímpar",21862371,Estrada,S,"Est da Água Branca"
361825,RJ,7043,12253,12154,"da Água Branca","- de 4296 ao fim - lado par",21862372,Estrada,S,"Est da Água Branca"
357006,RJ,7043,12154,NULL,"Projetada B","(Agua Branca)",21862380,Rua,S,NULL
657190,RJ,7043,12154,NULL,Imeneari,NULL,21862385,Rua,S,"R Imeneari"
357007,RJ,7043,12154,NULL,"Projetada B",(Piquirobi),21862390,Rua,S,"R Projetada B"
354227,RJ,7043,12154,NULL,Meron,NULL,21862400,Rua,S,"R Meron"
357044,RJ,7043,12154,NULL,"Projetada 551",NULL,21862410,Rua,S,"R Projetada 551"
345222,RJ,7043,12154,NULL,"do Bronze",NULL,21862420,Travessa,S,"Tv do Bronze"
356650,RJ,7043,12154,NULL,"da Prata",NULL,21862430,Travessa,S,"Tv da Prata"
355576,RJ,7043,12154,NULL,"do Ouro",NULL,21862440,Travessa,S,"Tv do Ouro"
342891,RJ,7043,12154,NULL,Albuquerque,"(Vl Moreti)",21862450,Rua,S,"R Albuquerque"
342890,RJ,7043,12154,NULL,Albuquerque,"(Vl Moreti)",21862455,Travessa,S,"Tv Albuquerque"
359787,RJ,7043,12154,NULL,Sueli,"(Vl Moreti)",21862460,Travessa,S,"Tv Sueli"
349086,RJ,7043,12154,NULL,"da Felicidade",NULL,21862465,Rua,S,"R da Felicidade"
359038,RJ,7043,12154,NULL,Seis,"(Cj Vivendas)",21862470,Rua,S,NULL
346508,RJ,7043,12154,NULL,Cinco,NULL,21862480,Rua,S,"R Cinco"
352526,RJ,7043,12154,NULL,"da Ladeira",NULL,21862490,Travessa,S,"Tv da Ladeira"
362079,RJ,7043,12154,NULL,"Projetada 550",NULL,21862500,Rua,S,"R Projetada 550"
352765,RJ,7043,12154,NULL,"da Liberdade",NULL,21862510,Rua,S,"R da Liberdade"
915024,RJ,7043,12154,NULL,Liberdade,NULL,21862512,Travessa,S,"Tv Liberdade"
915025,RJ,7043,12154,NULL,União,NULL,21862514,Rua,S,"R União"
348792,RJ,7043,12154,NULL,Esperança,"(Vl Moreti)",21862520,Rua,S,"R Esperança"
352766,RJ,7043,12154,NULL,"da Liberdade",NULL,21862530,Vila,S,"Vl da Liberdade"
343391,RJ,7043,12154,NULL,"da Amizade","(Vl Moreti)",21862540,Rua,S,NULL
915027,RJ,7043,12154,NULL,Amizade,NULL,21862542,Travessa,S,Tv
360608,RJ,7043,12154,NULL,"da União",NULL,21862550,Travessa,S,"Tv da União"
915026,RJ,7043,12154,NULL,União,NULL,21862552,Beco,S,"Bc União"
353108,RJ,7043,12154,NULL,"Luiz Rodrigues da Paixão",NULL,21862560,Rua,S,"R Luiz R da Paixão"
356414,RJ,7043,12154,NULL,Piquirobi,NULL,21862590,Praça,S,"Pç Piquirobi"
357001,RJ,7043,12154,NULL,"Projetada A",(Piquerobe),21862600,Rua,S,"R Projetada A"
344331,RJ,7043,12154,NULL,"Avany Ribeiro",NULL,21862610,Rua,S,"R Avany Ribeiro"
353402,RJ,7043,12154,NULL,"Manoel Francisco da Silva",NULL,21862620,Rua,S,"R Manoel F da Silva"
357043,RJ,7043,12154,NULL,"Projetada Um",(Piquirobi),21862630,Rua,S,"R Projetada Um"
357022,RJ,7043,12154,NULL,"Projetada Dois",(Piquirobi),21862640,Rua,S,"R Projetada Dois"
362676,RJ,7043,12154,NULL,"Projetada Três",(Piquirobi),21862645,Rua,S,"R Projetada Três"
357030,RJ,7043,12154,NULL,"Projetada Quatro",(Piquirobi),21862650,Rua,S,"R Projetada Quatro"
357014,RJ,7043,12154,NULL,"Projetada Cinco",(Piquirobi),21862655,Rua,S,"R Projetada Cinco"
357009,RJ,7043,12154,NULL,"Projetada C",(Piquirobi),21862660,Rua,S,"R Projetada C"
358172,RJ,7043,12154,NULL,"Santa Rita",NULL,21862670,Travessa,S,"Tv Sta Rita"
360566,RJ,7043,12154,NULL,Um,"(Prq São Pedro)",21862680,Rua,S,"R Um"
347793,RJ,7043,12154,NULL,Dois,"(Prq São Pedro)",21862685,Rua,S,"R Dois"
360320,RJ,7043,12154,NULL,Três,"(Prq São Pedro)",21862690,Rua,S,NULL
357183,RJ,7043,12154,NULL,Quatro,"(Prq São Pedro)",21862695,Rua,S,"R Quatro"
346518,RJ,7043,12154,NULL,Cinco,"(Prq São Pedro)",21862700,Rua,S,NULL
359046,RJ,7043,12154,NULL,Seis,"(Prq São Pedro)",21862705,Rua,S,"R Seis"
359293,RJ,7043,12154,NULL,Sete,"(Prq São Pedro)",21862710,Rua,S,NULL
362705,RJ,7043,12154,NULL,Sabiá,NULL,21862715,Rua,S,"R Sabiá"
344299,RJ,7043,12154,NULL,"Aurora Maria Nascimento Furtado",NULL,21862720,Rua,S,"R Aurora M N Furtado"
343652,RJ,7043,12154,NULL,"Antônio Carlos Bicalho Lama",NULL,21862725,Rua,S,"R Antônio C B Lama"
348356,RJ,7043,12154,NULL,"Eduardo Antônio Fonseca",NULL,21862730,Rua,S,"R Eduardo A Fonseca"
353473,RJ,7043,12154,NULL,"Manuel Lisboa Moura",NULL,21862735,Rua,S,"R Manuel L Moura"
342988,RJ,7043,12154,NULL,"Alexandre Vannucow Leme",NULL,21862740,Rua,S,"R Alexandre V Leme"
354101,RJ,7043,12154,NULL,"Maurício Grabois",NULL,21862745,Rua,S,"R Maurício Grabois"
657201,RJ,7043,12154,NULL,Cannes,NULL,21862750,Rua,S,"R Cannes"
657202,RJ,7043,12154,NULL,Nice,NULL,21862755,Rua,S,"R Nice"
895647,RJ,7043,12154,NULL,Lion,NULL,21862757,Rua,S,"R Lion"
657203,RJ,7043,12154,NULL,Bilbao,NULL,21862760,Rua,S,"R Bilbao"
657204,RJ,7043,12154,NULL,Àvila,NULL,21862765,Rua,S,"R Àvila"
657205,RJ,7043,12154,NULL,"São Petersburgo",NULL,21862770,Rua,S,"R S Petersburgo"
657206,RJ,7043,12154,NULL,Zagreb,NULL,21862775,Rua,S,"R Zagreb"
770231,RJ,7043,12154,NULL,Liverpool,NULL,21862780,Rua,S,"R Liverpool"
363937,RJ,7043,12154,NULL,Brasil,"- de 31642 a 32848 - lado par",21863000,Avenida,S,"Av Brasil"
346240,RJ,7043,12154,NULL,Catiri,NULL,21863005,Rua,S,"R Catiri"
363540,RJ,7043,12154,NULL,"Monte Alto",NULL,21863010,Rua,S,"R Monte Alto"
363819,RJ,7043,12154,NULL,"Maria Sabina de Albuquerque",NULL,21863015,Rua,S,"R Maria S de Albuquerque"
359177,RJ,7043,12154,NULL,"Serra Azul",NULL,21863020,Rua,S,"R Serra Azul"
355106,RJ,7043,12154,NULL,"Nova Prata",NULL,21863030,Rua,S,"R Nova Prata"
357607,RJ,7043,12154,NULL,"Rio Mar",NULL,21863040,Rua,S,"R Rio Mar"
345803,RJ,7043,12154,NULL,"Capão Bonito",NULL,21863050,Rua,S,"R Capão Bonito"
357621,RJ,7043,12154,NULL,"Rio Real",NULL,21863060,Rua,S,"R Rio Real"
345693,RJ,7043,12154,NULL,"Canal do Sarapuí",NULL,21863070,Rua,S,"R Canal do Sarapuí"
653562,RJ,7043,12154,NULL,"Homero Pinto Caputo",NULL,21863080,Rua,S,"R Homero P Caputo"
653563,RJ,7043,12154,NULL,"Luzia de Macedo Dantas",NULL,21863090,Rua,S,"R Luzia de M Dantas"
653564,RJ,7043,12154,NULL,"Terezinha de Souza Carvalho",NULL,21863100,Rua,S,"R Terezinha de S Carvalho"
653565,RJ,7043,12154,NULL,"Francisco de Assis Barbosa",NULL,21863110,Rua,S,"R Francisco de A Barbosa"
653566,RJ,7043,12154,NULL,"Genolino Amado",NULL,21863120,Rua,S,"R Genolino Amado"
653567,RJ,7043,12154,NULL,"Alcedo Coutinho",NULL,21863130,Rua,S,"R Alcedo Coutinho"
653568,RJ,7043,12154,NULL,"Luiz Simões Lopes",NULL,21863140,Rua,S,"R Luiz S Lopes"
653569,RJ,7043,12154,NULL,"Carolino de Barros",NULL,21863150,Rua,S,"R Carolino de Barros"
653570,RJ,7043,12154,NULL,"Neuza de Souza Viana",NULL,21863160,Rua,S,"R Neuza de S Viana"
653571,RJ,7043,12154,NULL,"Antônio Fraga",NULL,21863170,Rua,S,"R Antônio Fraga"
653572,RJ,7043,12154,NULL,"Olga Cordeiro de Almeida",NULL,21863180,Rua,S,"R Olga C de Almeida"
653573,RJ,7043,12154,NULL,"Dante Milano",NULL,21863190,Praça,S,"Pç Dante Milano"
342661,RJ,7043,12154,NULL,"Adriana Janacopulos",NULL,21863280,Rua,S,"R Adriana Janacopulos"
356000,RJ,7043,12154,NULL,"Paulo Pedrosa de Vasconcelos",NULL,21863290,Rua,S,"R Paulo P de Vasconcelos"
347687,RJ,7043,12154,NULL,"Dilson Ávila Tomé",NULL,21863300,Rua,S,"R Dilson A Tomé"
352981,RJ,7043,12154,NULL,"Luís Alves",NULL,21863310,Rua,S,"R Luís Alves"
342972,RJ,7043,12154,NULL,"Alexandre da Silva Loureiro",NULL,21863320,Rua,S,"R Alexandre da S Loureiro"
342864,RJ,7043,12154,NULL,"Alberto Deodato",NULL,21863330,Praça,S,"Pç Alberto Deodato"
352401,RJ,7043,12154,NULL,"Júlio Teles de Menezes",NULL,21863335,Rua,S,"R Júlio T de Menezes"
915100,RJ,7043,12154,NULL,"Saturnino Silva",NULL,21863337,Rua,S,"R Saturnino Silva"
363523,RJ,7043,12154,NULL,Marliéria,NULL,21863340,Rua,S,"R Marliéria"
915099,RJ,7043,12154,NULL,"Darcy Campos de Oliveira",NULL,21863345,Rua,S,"R Darcy C de Oliveira"
343240,RJ,7043,12154,NULL,"Álvaro Schiller",NULL,21863350,Rua,S,"R Álvaro Schiller"
356432,RJ,7043,12154,NULL,Piranguinho,NULL,21863360,Rua,S,"R Piranguinho"
353342,RJ,7043,12154,NULL,Manchinha,NULL,21863375,Rua,S,"R Manchinha"
355813,RJ,7043,12154,NULL,Paranabi,NULL,21863376,Rua,S,"R Paranabi"
362827,RJ,7043,12154,NULL,"Alcides Teixeira",NULL,21863380,Rua,S,"R Alcides Teixeira"
345358,RJ,7043,12154,NULL,"Cabo Clodoaldo Ursulano",NULL,21863390,Rua,S,"R Cb Clodoaldo Ursulano"
346555,RJ,7043,12253,NULL,"Cinquenta e Seis",NULL,21863410,Rua,S,"R Cinquenta E Seis"
350833,RJ,7043,12154,NULL,Ibiranhem,NULL,21863420,Rua,S,"R Ibiranhem"
357756,RJ,7043,12154,NULL,"Roque Barbosa",NULL,21863425,Rua,S,"R Roque Barbosa"
693219,RJ,7043,12154,NULL,Jacundá,NULL,21863428,Rua,S,"R Jacundá"
651708,RJ,7043,12154,NULL,"Lúcio Alves","(Cond Califórnia)",21863430,Rua,S,"R Lúcio Alves"
915103,RJ,7043,12154,NULL,"Selene de Medeiros",NULL,21863432,Rua,S,"R Selene de Medeiros"
651709,RJ,7043,12154,NULL,"Raul Riff","(Cond Califórnia)",21863435,Rua,S,"R Raul Riff"
358097,RJ,7043,12154,NULL,"Santa Ida de Bolonha",NULL,21863440,Rua,S,"R Sta Ida de Bolonha"
360915,RJ,7043,12154,NULL,"Vigilante Fortunato","- de 193 ao fim - lado ímpar",21863451,Rua,S,"R Vgte Fortunato"
360914,RJ,7043,12154,NULL,"Vigilante Fortunato","- de 610 ao fim - lado par",21863452,Rua,S,"R Vgte Fortunato"
348518,RJ,7043,12154,NULL,"do Encanamento",NULL,21863470,Estrada,S,"Est do Encanamento"
350304,RJ,7043,12154,NULL,Guaicara,NULL,21863480,Rua,S,"R Guaicara"
358437,RJ,7043,12253,NULL,"São Feliciano",NULL,21863490,Rua,S,"R S Feliciano"
347572,RJ,7043,12253,NULL,Dez,NULL,21863505,Rua,S,"R Dez"
347590,RJ,7043,12253,NULL,Dezenove,NULL,21863510,Rua,S,"R Dezenove"
347610,RJ,7043,12253,NULL,Dezesseis,NULL,21863520,Rua,S,"R Dezesseis"
347625,RJ,7043,12253,NULL,Dezessete,NULL,21863530,Rua,S,"R Dezessete"
347640,RJ,7043,12253,NULL,Dezoito,NULL,21863540,Rua,S,"R Dezoito"
347759,RJ,7043,12253,NULL,Dois,NULL,21863550,Avenida,S,"Av Dois"
348185,RJ,7043,12253,NULL,Doze,NULL,21863560,Rua,S,"R Doze"
355125,RJ,7043,12253,NULL,Nove,NULL,21863570,Rua,S,"R Nove"
355250,RJ,7043,12253,NULL,Oito,NULL,21863580,Rua,S,"R Oito"
355377,RJ,7043,12253,NULL,Onze,NULL,21863590,Rua,S,"R Onze"
357138,RJ,7043,12253,NULL,Quatorze,NULL,21863600,Rua,S,"R Quatorze"
357156,RJ,7043,12253,NULL,Quatro,NULL,21863610,Rua,S,"R Quatro"
357230,RJ,7043,12253,NULL,Quinze,NULL,21863620,Rua,S,"R Quinze"
359022,RJ,7043,12253,NULL,Seis,NULL,21863630,Rua,S,"R Seis"
362747,RJ,7043,12253,NULL,Sete,NULL,21863640,Rua,S,"R Sete"
360288,RJ,7043,12253,NULL,Três,NULL,21863650,Rua,S,"R Três"
360346,RJ,7043,12253,NULL,Treze,NULL,21863660,Rua,S,"R Treze"
360384,RJ,7043,12253,NULL,Trinta,NULL,21863670,Rua,S,"R Trinta"
360394,RJ,7043,12253,NULL,"Trinta e Dois",NULL,21863680,Rua,S,"R Trinta E Dois"
360411,RJ,7043,12253,NULL,"Trinta e Quatro",NULL,21863690,Rua,S,"R Trinta E Quatro"
360427,RJ,7043,12253,NULL,"Trinta e Três",NULL,21863700,Rua,S,"R Trinta E Três"
360431,RJ,7043,12253,NULL,"Trinta e Um",NULL,21863710,Rua,S,"R Trinta E Um"
360533,RJ,7043,12253,NULL,Um,NULL,21863720,Avenida,S,"Av Um"
360534,RJ,7043,12253,NULL,Um,NULL,21863730,Rua,S,"R Um"
360971,RJ,7043,12253,NULL,Vinte,NULL,21863740,Rua,S,"R Vinte"
360989,RJ,7043,12253,NULL,"Vinte e Cinco",NULL,21863750,Rua,S,"R Vinte E Cinco"
362804,RJ,7043,12253,NULL,"Vinte e Dois",NULL,21863760,Rua,S,"R Vinte E Dois"
361012,RJ,7043,12253,NULL,"Vinte e Nove",NULL,21863770,Rua,S,"R Vinte E Nove"
361021,RJ,7043,12253,NULL,"Vinte e Oito",NULL,21863780,Rua,S,"R Vinte E Oito"
