LOG_NU,UFE_SG,LOC_NU,BAI_NU_INI,BAI_NU_FIM,LOG_NO,LOG_COMPLEMENTO,CEP,TLO_TX,LOG_STA_TLO,LOG_NO_ABREV
356738,RJ,7043,12175,NULL,"Primeiro de Março",NULL,20010000,Rua,S,"R Primeiro de Março"
357247,RJ,7043,12175,NULL,"Quinze de Novembro",NULL,20010010,Praça,S,"Pç Quinze de Novembro"
358570,RJ,7043,12175,NULL,"São José",NULL,20010020,Rua,S,"R S José"
360177,RJ,7043,12175,NULL,Tinoco,NULL,20010030,Travessa,S,"Tv Tinoco"
360207,RJ,7043,12175,NULL,Tocantins,NULL,20010040,Travessa,S,"Tv Tocantins"
363122,RJ,7043,12175,NULL,"Trajano de Carvalho",NULL,20010050,Travessa,S,"Tv Trajano de Carvalho"
361131,RJ,7043,12175,NULL,"Visconde de Itaboraí",NULL,20010060,Rua,S,"R Vsc de Itaboraí"
345489,RJ,7043,12175,NULL,"Cais Pharoux",NULL,20010070,Rua,S,"R Cais Pharoux"
346786,RJ,7043,12175,NULL,"do Comércio",NULL,20010080,Travessa,S,"Tv do Comércio"
362911,RJ,7043,12175,NULL,"Dom Manuel",NULL,20010090,Rua,S,"R D Manuel"
361984,RJ,7043,12175,NULL,"Jacó do Bandolim",NULL,20010100,Rua,S,"R Jacó do Bandolim"
361679,RJ,7043,12175,NULL,"Melvin Jones",NULL,20010110,Praça,S,"Pç Melvin Jones"
362575,RJ,7043,12175,NULL,"do Mercado",NULL,20010120,Rua,S,"R do Mercado"
354198,RJ,7043,12175,NULL,"dos Mercadores",NULL,20010130,Rua,S,"R dos Mercadores"
354797,RJ,7043,12175,NULL,"da Natividade",NULL,20010140,Travessa,S,"Tv da Natividade"
355588,RJ,7043,12175,NULL,"do Ouvidor","- até 48/49",20010150,Rua,S,"R do Ouvidor"
355621,RJ,7043,12175,NULL,Paço,NULL,20010160,Largo,S,"Lrg Paço"
355623,RJ,7043,12175,NULL,"do Paço",NULL,20010170,Travessa,S,"Tv do Paço"
359233,RJ,7043,12175,NULL,"Sérvulo Dourado",NULL,20010180,Praça,S,"Pç Sérvulo Dourado"
363197,RJ,7043,12175,NULL,"da Assembléia","- lado par",20011000,Rua,S,"R da Assembléia"
363196,RJ,7043,12175,NULL,"da Assembléia","- lado ímpar",20011001,Rua,S,"R da Assembléia"
344648,RJ,7043,12175,NULL,"dos Barbeiros",NULL,20011010,Beco,S,"Bc dos Barbeiros"
346108,RJ,7043,12175,NULL,"do Carmo",NULL,20011020,Rua,S,"R do Carmo"
357264,RJ,7043,12175,NULL,"da Quitanda","- até 77/78",20011030,Rua,S,"R da Quitanda"
357702,RJ,7043,12175,NULL,"Rodrigo Silva",NULL,20011040,Rua,S,"R Rodrigo Silva"
361596,RJ,7043,12175,NULL,"Erasmo Braga",NULL,20020000,Avenida,S,"Av Erasmo Braga"
356678,RJ,7043,12175,NULL,"Presidente Antônio Carlos",NULL,20020010,Avenida,S,"Av Pres Antônio Carlos"
358131,RJ,7043,12175,NULL,"Santa Luzia","- até 405 - lado ímpar",20020021,Rua,S,"R Sta Luzia"
358130,RJ,7043,12175,NULL,"Santa Luzia","- até 376 - lado par",20020022,Rua,S,"R Sta Luzia"
362172,RJ,7043,12175,NULL,Academia,NULL,20020030,Praça,S,"Pç Academia"
343420,RJ,7043,12175,NULL,"Ana Amélia",NULL,20020040,Praça,S,"Pç Ana Amélia"
346452,RJ,7043,12175,NULL,Churchill,NULL,20020050,Avenida,S,"Av Churchill"
347554,RJ,7043,12175,NULL,"Desembargador Vicente Piragibe",NULL,20020060,Jardim,S,"Jd Des Vicente Piragibe"
348820,RJ,7043,12175,NULL,"Estado da Guanabara",NULL,20020070,Praça,S,"Pç Estado da Guanabara"
353624,RJ,7043,12175,NULL,"Marechal Câmara",NULL,20020080,Avenida,S,"Av Mal Câmara"
354365,RJ,7043,12175,NULL,"Ministro Eduardo Espinola",NULL,20020090,Praça,S,"Pç Min Eduardo Espinola"
354904,RJ,7043,12175,NULL,"Nilo Peçanha",NULL,20020100,Avenida,S,"Av Nilo Peçanha"
343008,RJ,7043,12175,NULL,"Alfred Agache",NULL,20021000,Avenida,S,"Av Alfred Agache"
343156,RJ,7043,12175,NULL,"Almirante Sílvio de Noronha",NULL,20021010,Avenida,S,"Av Alm Sílvio de Noronha"
343605,RJ,7043,12175,NULL,"Antenor Fagundes",NULL,20021020,Praça,S,"Pç Antenor Fagundes"
362225,RJ,7043,12205,NULL,"dos Artistas",NULL,20021030,Jardim,S,"Jd dos Artistas"
363207,RJ,7043,12205,NULL,"Augusto Severo",NULL,20021040,Avenida,S,"Av Augusto Severo"
344741,RJ,7043,12175,NULL,"da Batalha",NULL,20021050,Beco,S,"Bc da Batalha"
344774,RJ,7043,12175,12205,Beira-Mar,NULL,20021060,Avenida,S,"Av Beira-Mar"
351209,RJ,7043,12175,NULL,Itália,NULL,20021070,Praça,S,"Pç Itália"
346088,RJ,7043,12175,NULL,"dos Carmelitas",NULL,20021080,Beco,S,"Bc dos Carmelitas"
347507,RJ,7043,12175,NULL,Deodoro,NULL,20021090,Praça,S,"Pç Deodoro"
355841,RJ,7043,12205,NULL,Paris,NULL,20021100,Praça,S,"Pç Paris"
363355,RJ,7043,12175,NULL,"do Expedicionário",NULL,20021110,Praça,S,"Pç do Expedicionário"
349546,RJ,7043,12175,NULL,"Franklin Roosevelt",NULL,20021120,Avenida,S,"Av Franklin Roosevelt"
349902,RJ,7043,12175,NULL,"General Justo",NULL,20021130,Avenida,S,"Av Gen Justo"
350988,RJ,7043,12205,12199,"Infante Dom Henrique",NULL,20021140,Avenida,S,"Av Inf D Henrique"
351545,RJ,7043,12205,NULL,"Jardel Jercolis",NULL,20021150,Rua,S,"R Jardel Jercolis"
351818,RJ,7043,12175,NULL,"João Paulo II",NULL,20021160,Praça,S,"Pç João Paulo II"
352588,RJ,7043,12175,NULL,"da Lapa",NULL,20021170,Largo,S,"Lrg da Lapa"
352589,RJ,7043,12175,NULL,"da Lapa",NULL,20021180,Rua,S,"R da Lapa"
353609,RJ,7043,12175,NULL,"Marechal Aguinaldo Caiado de Castro",NULL,20021190,Rua,S,"R Mal Aguinaldo C de Castro"
353614,RJ,7043,12175,NULL,"Marechal Âncora",NULL,20021200,Praça,S,"Pç Mal Âncora"
353979,RJ,7043,12175,NULL,"Marques Rebelo",NULL,20021210,Rua,S,"R Marques Rebelo"
354259,RJ,7043,12175,NULL,"Mestre Valentim",NULL,20021220,Rua,S,"R Mte Valentim"
354440,RJ,7043,12175,NULL,"da Misericórdia",NULL,20021230,Largo,S,"Lrg da Misericórdia"
354439,RJ,7043,12175,NULL,"da Misericórdia",NULL,20021240,Ladeira,S,"Ld da Misericórdia"
354441,RJ,7043,12175,NULL,"da Misericórdia",NULL,20021250,Rua,S,"R da Misericórdia"
354592,RJ,7043,12175,NULL,"Morais e Vale",NULL,20021260,Rua,S,"R Morais E Vale"
354660,RJ,7043,12175,NULL,"do Mosqueira",NULL,20021270,Travessa,S,"Tv do Mosqueira"
355875,RJ,7043,12175,NULL,"Passeio Público",NULL,20021280,Praça,S,"Pç Passeio Público"
355876,RJ,7043,12175,NULL,"do Passeio",NULL,20021290,Rua,S,"R do Passeio"
356464,RJ,7043,12205,NULL,Pistoia,NULL,20021300,Praça,S,"Pç Pistoia"
356630,RJ,7043,12175,NULL,"dos Pracinhas",NULL,20021310,Largo,S,"Lrg dos Pracinhas"
932667,RJ,7043,12175,NULL,"Beco da Música",NULL,20021315,Rua,S,"R Beco da Música"
357849,RJ,7043,12175,NULL,"Luiz Souza Dantas",NULL,20021320,Praça,S,"Pç Luiz S Dantas"
358117,RJ,7043,12175,NULL,"Santa Luzia",NULL,20021330,Travessa,S,"Tv Sta Luzia"
362743,RJ,7043,12175,NULL,"Senador Salgado Filho",NULL,20021340,Praça,S,"Pç Sen Salgado Filho"
359961,RJ,7043,12175,NULL,"Teixeira de Freitas",NULL,20021350,Rua,S,"R Teixeira de Freitas"
362774,RJ,7043,12175,NULL,"Teotônio Regadas",NULL,20021360,Rua,S,"R Teotônio Regadas"
361010,RJ,7043,12175,NULL,"Vinte e Dois de Abril",NULL,20021370,Praça,S,"Pç Vinte E D de Abril"
361106,RJ,7043,12175,NULL,"Virgílio de Melo Franco",NULL,20021380,Praça,S,"Pç Virgílio de M Franco"
361139,RJ,7043,12175,NULL,"Visconde de Maranguape",NULL,20021390,Rua,S,"R Vsc de Maranguape"
350235,RJ,7043,12175,NULL,"Graça Aranha","- até 170 - lado par",20030000,Avenida,S,"Av Graça Aranha"
350237,RJ,7043,12175,NULL,"Graça Aranha","- de 172 ao fim - lado par",20030001,Avenida,S,"Av Graça Aranha"
350234,RJ,7043,12175,NULL,"Graça Aranha","- até 081 - lado ímpar",20030002,Avenida,S,"Av Graça Aranha"
350236,RJ,7043,12175,NULL,"Graça Aranha","- de 083 ao fim - lado ímpar",20030003,Avenida,S,"Av Graça Aranha"
343938,RJ,7043,12175,NULL,"Araújo Porto Alegre","- até 71 - lado ímpar",20030012,Rua,S,"R Araújo P Alegre"
343939,RJ,7043,12175,NULL,"Araújo Porto Alegre","- até 36 - lado par",20030013,Rua,S,"R Araújo P Alegre"
343940,RJ,7043,12175,NULL,"Araújo Porto Alegre","- de 73 ao fim - lado ímpar",20030014,Rua,S,"R Araújo P Alegre"
343941,RJ,7043,12175,NULL,"Araújo Porto Alegre","- de 38 ao fim - lado par",20030015,Rua,S,"R Araújo P Alegre"
356708,RJ,7043,12175,NULL,"Presidente Wilson","- até 164/165",20030020,Avenida,S,"Av Pres Wilson"
356709,RJ,7043,12175,NULL,"Presidente Wilson","- de 166/167 ao fim",20030021,Avenida,S,"Av Pres Wilson"
356174,RJ,7043,12175,NULL,"Pedro Lessa",NULL,20030030,Rua,S,"R Pedro Lessa"
358132,RJ,7043,12175,NULL,"Santa Luzia","- de 407 ao fim - lado ímpar",20030041,Rua,S,"R Sta Luzia"
358133,RJ,7043,12175,NULL,"Santa Luzia","- de 378 ao fim - lado par",20030042,Rua,S,"R Sta Luzia"
342635,RJ,7043,12175,NULL,"Adherbal Madruga",NULL,20030050,Rua,S,"R Adherbal Madruga"
343538,RJ,7043,12175,NULL,"Anfilófio de Carvalho",NULL,20030060,Rua,S,"R Anfilófio de Carvalho"
345542,RJ,7043,12175,NULL,Calógeras,NULL,20030070,Avenida,S,"Av Calógeras"
347457,RJ,7043,12175,NULL,Debret,NULL,20030080,Rua,S,"R Debret"
347555,RJ,7043,12175,NULL,"Desembargador Viriato",NULL,20030090,Rua,S,"R Des Viriato"
348823,RJ,7043,12175,NULL,"Estados Unidos",NULL,20030100,Praça,S,"Pç Estados Unidos"
349918,RJ,7043,12175,NULL,"General Molina",NULL,20030110,Rua,S,"R Gen Molina"
350954,RJ,7043,12175,NULL,"da Imprensa",NULL,20030120,Rua,S,"R da Imprensa"
351805,RJ,7043,12175,NULL,"João Neves da Fontoura",NULL,20030130,Rua,S,"R João N da Fontoura"
363624,RJ,7043,12175,NULL,"Quatro de Julho",NULL,20030140,Praça,S,"Pç Quatro de Julho"
343107,RJ,7043,12175,NULL,"Almirante Barroso","- até 54 - lado par",20031000,Avenida,S,"Av Alm Barroso"
343109,RJ,7043,12175,NULL,"Almirante Barroso","- de 56 a 78 - lado par",20031001,Avenida,S,"Av Alm Barroso"
343111,RJ,7043,12175,NULL,"Almirante Barroso","- de 80 ao fim - lado par",20031002,Avenida,S,"Av Alm Barroso"
343108,RJ,7043,12175,NULL,"Almirante Barroso","- até 63 - lado ímpar",20031003,Avenida,S,"Av Alm Barroso"
343110,RJ,7043,12175,NULL,"Almirante Barroso","- de 65 a 81 - lado ímpar",20031004,Avenida,S,"Av Alm Barroso"
343112,RJ,7043,12175,NULL,"Almirante Barroso","- de 83 ao fim - lado ímpar",20031005,Avenida,S,"Av Alm Barroso"
360367,RJ,7043,12175,NULL,"Treze de Maio",NULL,20031007,Avenida,S,"Av Treze de Maio"
363127,RJ,7043,12175,NULL,"Vieira Fazenda",NULL,20031008,Rua,S,"R Vieira Fazenda"
343222,RJ,7043,12175,NULL,"Álvaro Alvim",NULL,20031010,Rua,S,"R Álvaro Alvim"
344230,RJ,7043,12175,NULL,"Ator Jaime Costa",NULL,20031020,Rua,S,"R At Jaime Costa"
348487,RJ,7043,12175,NULL,"Embaixador Régis de Oliveira",NULL,20031030,Rua,S,"R Emb Régis de Oliveira"
348953,RJ,7043,12175,NULL,"Evaristo da Veiga",NULL,20031040,Rua,S,"R Evaristo da Veiga"
349339,RJ,7043,12175,NULL,Floriano,NULL,20031050,Praça,S,"Pç Floriano"
349519,RJ,7043,12175,NULL,"Francisco Serrador",NULL,20031060,Rua,S,"R Francisco Serrador"
351247,RJ,7043,12175,NULL,Itapemirim,NULL,20031070,Ladeira,S,"Ld Itapemirim"
352681,RJ,7043,12175,NULL,"Lelio Gama",NULL,20031080,Rua,S,"R Lelio Gama"
353029,RJ,7043,12175,NULL,"Luís de Vasconcelos",NULL,20031090,Avenida,S,"Av Luís de Vasconcelos"
353250,RJ,7043,12175,NULL,"Mahatma Gandhi",NULL,20031100,Praça,S,"Pç Mahatma Gandhi"
353449,RJ,7043,12175,NULL,"Manuel de Carvalho",NULL,20031110,Rua,S,"R Manuel de Carvalho"
353982,RJ,7043,12175,NULL,"das Marrecas",NULL,20031120,Rua,S,"R das Marrecas"
342917,RJ,7043,12175,NULL,"Alcindo Guanabara",NULL,20031130,Rua,S,"R Alcindo Guanabara"
354269,RJ,7043,12175,NULL,México,"- até 074 - lado par",20031140,Rua,S,"R México"
354271,RJ,7043,12175,NULL,México,"- de 076 a 104 - lado par",20031141,Rua,S,"R México"
354272,RJ,7043,12175,NULL,México,"- de 106 a 148 - lado par",20031142,Rua,S,"R México"
354274,RJ,7043,12175,NULL,México,"- de 150 ao fim - lado par",20031143,Rua,S,"R México"
354270,RJ,7043,12175,NULL,México,"- até 107 - lado ímpar",20031144,Rua,S,"R México"
354273,RJ,7043,12175,NULL,México,"- de 109 ao fim - lado ímpar",20031145,Rua,S,"R México"
354507,RJ,7043,12175,NULL,"do Monroe",NULL,20031150,Praça,S,"Pç do Monroe"
354520,RJ,7043,12175,NULL,"Monsenhor Francisco Pinto",NULL,20031160,Praça,S,"Pç Mns Francisco Pinto"
357456,RJ,7043,12175,NULL,"República do Chile",NULL,20031170,Avenida,S,"Av República do Chile"
357457,RJ,7043,12175,NULL,"República do Paraguai",NULL,20031180,Avenida,S,"Av República do Paraguai"
358238,RJ,7043,12175,NULL,"Santo Antônio",NULL,20031190,Rua,S,"R Sto Antônio"
361771,RJ,7043,12175,NULL,"Senador Dantas","- até 71 - lado ímpar",20031202,Rua,S,"R Sen Dantas"
361770,RJ,7043,12175,NULL,"Senador Dantas","- até 56 - lado par",20031203,Rua,S,"R Sen Dantas"
361773,RJ,7043,12175,NULL,"Senador Dantas","- de 73 ao fim - lado ímpar",20031204,Rua,S,"R Sen Dantas"
361772,RJ,7043,12175,NULL,"Senador Dantas","- de 58 ao fim - lado par",20031205,Rua,S,"R Sen Dantas"
342809,RJ,7043,12175,NULL,"da Ajuda",NULL,20040000,Rua,S,"R da Ajuda"
357550,RJ,7043,12175,NULL,"Rio Branco","- de 102 a 126 - lado par",20040001,Avenida,S,"Av Rio Branco"
357553,RJ,7043,12175,NULL,"Rio Branco","- de 128 a 144 - lado par",20040002,Avenida,S,"Av Rio Branco"
357554,RJ,7043,12175,NULL,"Rio Branco","- de 146 ao fim - lado par",20040003,Avenida,S,"Av Rio Branco"
357549,RJ,7043,12175,NULL,"Rio Branco","- de 67 a 115 - lado ímpar",20040004,Avenida,S,"Av Rio Branco"
357551,RJ,7043,12175,NULL,"Rio Branco","- de 117 a 123 - lado ímpar",20040005,Avenida,S,"Av Rio Branco"
357552,RJ,7043,12175,NULL,"Rio Branco","- de 125 a 161 - lado ímpar",20040006,Avenida,S,"Av Rio Branco"
357555,RJ,7043,12175,NULL,"Rio Branco","- de 163 a 185 - lado ímpar",20040007,Avenida,S,"Av Rio Branco"
357556,RJ,7043,12175,NULL,"Rio Branco","- de 187 a 219 - lado ímpar",20040008,Avenida,S,"Av Rio Branco"
357557,RJ,7043,12175,NULL,"Rio Branco","- de 221 ao fim - lado ímpar",20040009,Avenida,S,"Av Rio Branco"
356699,RJ,7043,12175,NULL,"Presidente Vargas","- até 309 - lado ímpar",20040010,Avenida,S,"Av Pres Vargas"
356409,RJ,7043,12175,NULL,"Pio X","- lado ímpar",20040020,Praça,S,"Pç Pio X"
355589,RJ,7043,12175,NULL,"do Ouvidor","- de 50 ao fim - lado par",20040030,Rua,S,"R do Ouvidor"
908246,RJ,7043,12175,NULL,"do Ouvidor","- de 51 ao fim - lado ímpar",20040031,Rua,S,"R do Ouvidor"
355587,RJ,7043,12175,NULL,"do Ouvidor",NULL,20040040,Travessa,S,"Tv do Ouvidor"
344995,RJ,7043,12175,NULL,"Bittencourt da Silva",NULL,20040050,Rua,S,"R Bittencourt da Silva"
350550,RJ,7043,12175,NULL,"Heitor de Melo",NULL,20040060,Rua,S,"R Heitor de Melo"
357548,RJ,7043,12175,NULL,"Rio Branco","- de 64 a 100 - lado par",20040070,Avenida,S,"Av Rio Branco"
357794,RJ,7043,12175,NULL,"do Rosário","- até 038 - lado par",20041000,Rua,S,"R do Rosário"
357796,RJ,7043,12175,NULL,"do Rosário","- de 040 a 054 - lado par",20041001,Rua,S,"R do Rosário"
357797,RJ,7043,12175,NULL,"do Rosário","- de 056 ao fim - lado par",20041002,Rua,S,"R do Rosário"
357795,RJ,7043,12175,NULL,"do Rosário","- até 055 - lado ímpar",20041003,Rua,S,"R do Rosário"
357798,RJ,7043,12175,NULL,"do Rosário","- de 057 a 113 - lado ímpar",20041004,Rua,S,"R do Rosário"
357799,RJ,7043,12175,NULL,"do Rosário","- de 115 ao fim - lado ímpar",20041005,Rua,S,"R do Rosário"
355280,RJ,7043,12175,NULL,"Olavo Bilac",NULL,20041010,Praça,S,"Pç Olavo Bilac"
345728,RJ,7043,12175,NULL,"das Cancelas",NULL,20041020,Beco,S,"Bc das Cancelas"
342979,RJ,7043,12175,NULL,"Alexandre Herculano",NULL,20050000,Rua,S,"R Alexandre Herculano"
363784,RJ,7043,12175,NULL,"Sete de Setembro","- de 078 a 082 - lado par",20050001,Rua,S,"R Sete de Setembro"
363785,RJ,7043,12175,NULL,"Sete de Setembro","- de 084 ao fim - lado par",20050002,Rua,S,"R Sete de Setembro"
363780,RJ,7043,12175,NULL,"Sete de Setembro","- até 043 - lado ímpar",20050003,Rua,S,"R Sete de Setembro"
363782,RJ,7043,12175,NULL,"Sete de Setembro","- de 047 a 055 - lado ímpar",20050004,Rua,S,"R Sete de Setembro"
363783,RJ,7043,12175,NULL,"Sete de Setembro","- de 057 a 099 - lado ímpar",20050005,Rua,S,"R Sete de Setembro"
363786,RJ,7043,12175,NULL,"Sete de Setembro","- de 101 ao fim - lado ímpar",20050006,Rua,S,"R Sete de Setembro"
345978,RJ,7043,12175,NULL,"da Carioca",NULL,20050008,Rua,S,"R da Carioca"
363781,RJ,7043,12175,NULL,"Sete de Setembro","- até 076 - lado par",20050009,Rua,S,"R Sete de Setembro"
345977,RJ,7043,12175,NULL,"da Carioca",NULL,20050020,Largo,S,"Lrg da Carioca"
350208,RJ,7043,12175,NULL,"Gonçalves Dias",NULL,20050030,Rua,S,"R Gonçalves Dias"
350483,RJ,7043,12175,NULL,"Gustavo de Lacerda",NULL,20050040,Rua,S,"R Gustavo de Lacerda"
359379,RJ,7043,12175,NULL,"Silva Jardim",NULL,20050060,Rua,S,"R Silva Jardim"
360636,RJ,7043,12175,NULL,Uruguaiana,"- até 078 - lado par",20050090,Rua,S,"R Uruguaiana"
360638,RJ,7043,12175,NULL,Uruguaiana,"- de 080 a 094 - lado par",20050091,Rua,S,"R Uruguaiana"
360639,RJ,7043,12175,NULL,Uruguaiana,"- de 096 ao fim - lado par",20050092,Rua,S,"R Uruguaiana"
360635,RJ,7043,12175,NULL,Uruguaiana,"- até 043 - lado ímpar",20050093,Rua,S,"R Uruguaiana"
360637,RJ,7043,12175,NULL,Uruguaiana,"- de 045 a 099 - lado ímpar",20050094,Rua,S,"R Uruguaiana"
360640,RJ,7043,12175,NULL,Uruguaiana,"- de 101 ao fim - lado ímpar",20050095,Rua,S,"R Uruguaiana"
357426,RJ,7043,12175,NULL,"Reitor Azevedo Amaral",NULL,20050100,Rua,S,"R Rto Azevedo Amaral"
359937,RJ,7043,12175,NULL,"do Teatro",NULL,20050190,Rua,S,"R do Teatro"
343490,RJ,7043,12175,NULL,"dos Andradas","- até 129 - lado ímpar",20051001,Rua,S,"R dos Andradas"
343489,RJ,7043,12175,NULL,"dos Andradas","- até 96 - lado par",20051002,Rua,S,"R dos Andradas"
362323,RJ,7043,12175,NULL,"da Conceição","- até 115 - lado ímpar",20051011,Rua,S,"R da Conceição"
362322,RJ,7043,12175,NULL,"da Conceição","- até 120 - lado par",20051012,Rua,S,"R da Conceição"
353017,RJ,7043,12175,NULL,"Luís de Camões","- até 43/44",20051020,Rua,S,"R Luís de Camões"
354556,RJ,7043,12175,NULL,"Monte Castelo",NULL,20051030,Praça,S,"Pç Monte Castelo"
355882,RJ,7043,12175,NULL,Passos,NULL,20051040,Avenida,S,"Av Passos"
357328,RJ,7043,12175,NULL,"Ramalho Ortigão",NULL,20051050,Rua,S,"R Ramalho Ortigão"
357793,RJ,7043,12175,NULL,"do Rosário",NULL,20051060,Beco,S,"Bc do Rosário"
363094,RJ,7043,12175,NULL,"São Francisco de Paula",NULL,20051070,Largo,S,"Lrg S Francisco de Paula"
360119,RJ,7043,12175,NULL,"do Tesouro",NULL,20051080,Beco,S,"Bc do Tesouro"
344805,RJ,7043,12175,NULL,"Belas Artes",NULL,20060000,Travessa,S,"Tv Belas Artes"
346924,RJ,7043,12175,NULL,"da Constituição",NULL,20060010,Rua,S,"R da Constituição"
350213,RJ,7043,12175,NULL,"Gonçalves Ledo",NULL,20060020,Rua,S,"R Gonçalves Ledo"
350945,RJ,7043,12175,NULL,"Imperatriz Leopoldina",NULL,20060030,Rua,S,"R Impz Leopoldina"
353018,RJ,7043,12175,NULL,"Luís de Camões","- de 45/46 ao fim",20060040,Rua,S,"R Luís de Camões"
356159,RJ,7043,12175,NULL,"Pedro I",NULL,20060050,Rua,S,"R Pedro I"
357405,RJ,7043,12175,NULL,"Regente Feijó",NULL,20060060,Rua,S,"R Reg Feijó"
360181,RJ,7043,12175,NULL,Tiradentes,NULL,20060070,Praça,S,"Pç Tiradentes"
361149,RJ,7043,12175,NULL,"Visconde de Rio Branco",NULL,20060080,Rua,S,"R Vsc de Rio Branco"
345239,RJ,7043,12175,NULL,"Buenos Aires","- de 188 a 272 - lado par",20061000,Rua,S,"R Buenos Aires"
345241,RJ,7043,12175,NULL,"Buenos Aires","- de 274 ao fim - lado par",20061001,Rua,S,"R Buenos Aires"
345238,RJ,7043,12175,NULL,"Buenos Aires","- de 181 a 267 - lado ímpar",20061002,Rua,S,"R Buenos Aires"
345240,RJ,7043,12175,NULL,"Buenos Aires","- de 269 ao fim - lado ímpar",20061003,Rua,S,"R Buenos Aires"
359117,RJ,7043,12175,NULL,"Senhor dos Passos","- até 110 - lado par",20061010,Rua,S,"R Sr dos Passos"
359119,RJ,7043,12175,NULL,"Senhor dos Passos","- de 112 a 188 - lado par",20061011,Rua,S,"R Sr dos Passos"
359120,RJ,7043,12175,NULL,"Senhor dos Passos","- de 190 ao fim - lado par",20061012,Rua,S,"R Sr dos Passos"
359116,RJ,7043,12175,NULL,"Senhor dos Passos","- até 109 - lado ímpar",20061013,Rua,S,"R Sr dos Passos"
359118,RJ,7043,12175,NULL,"Senhor dos Passos","- de 111 a 189 - lado ímpar",20061014,Rua,S,"R Sr dos Passos"
359121,RJ,7043,12175,NULL,"Senhor dos Passos","- de 191 ao fim - lado ímpar",20061015,Rua,S,"R Sr dos Passos"
343003,RJ,7043,12175,NULL,"da Alfândega","- de 215 ao fim - lado ímpar",20061021,Rua,S,"R da Alfândega"
343004,RJ,7043,12175,NULL,"da Alfândega","- de 218 ao fim - lado par",20061022,Rua,S,"R da Alfândega"
362691,RJ,7043,12175,NULL,"República do Líbano",NULL,20061030,Rua,S,"R República do Líbano"
358418,RJ,7043,12175,NULL,"São Domingos",NULL,20061040,Travessa,S,"Tv S Domingos"
360230,RJ,7043,12175,NULL,"Tomé de Sousa",NULL,20061050,Avenida,S,"Av Tomé de Sousa"
342998,RJ,7043,12175,NULL,"da Alfândega","- até 53/054",20070000,Rua,S,"R da Alfândega"
343000,RJ,7043,12175,NULL,"da Alfândega","- de 55 a 121 - lado ímpar",20070003,Rua,S,"R da Alfândega"
342999,RJ,7043,12175,NULL,"da Alfândega","- de 56 a 124 - lado par",20070004,Rua,S,"R da Alfândega"
343001,RJ,7043,12175,NULL,"da Alfândega","- de 123 a 213 - lado ímpar",20070005,Rua,S,"R da Alfândega"
343002,RJ,7043,12175,NULL,"da Alfândega","- de 126 a 216 - lado par",20070006,Rua,S,"R da Alfândega"
344051,RJ,7043,12175,NULL,"Armando de Sales Oliveira",NULL,20070010,Rua,S,"R Armando de S Oliveira"
345237,RJ,7043,12175,NULL,"Buenos Aires","- até 179 - lado ímpar",20070021,Rua,S,"R Buenos Aires"
345236,RJ,7043,12175,NULL,"Buenos Aires","- até 186 - lado par",20070022,Rua,S,"R Buenos Aires"
354293,RJ,7043,12175,NULL,"Miguel Couto",NULL,20070030,Rua,S,"R Miguel Couto"
356702,RJ,7043,12175,NULL,"Presidente Vargas","- de 330 a 590 - lado par",20071000,Avenida,S,"Av Pres Vargas"
356704,RJ,7043,12175,NULL,"Presidente Vargas","- de 592 a 914 - lado par",20071001,Avenida,S,"Av Pres Vargas"
356705,RJ,7043,12175,NULL,"Presidente Vargas","- de 916 a 1304 - lado par",20071002,Avenida,S,"Av Pres Vargas"
356701,RJ,7043,12175,NULL,"Presidente Vargas","- de 311 a 583 - lado ímpar",20071003,Avenida,S,"Av Pres Vargas"
356703,RJ,7043,12175,NULL,"Presidente Vargas","- de 585 a 1261 - lado ímpar",20071004,Avenida,S,"Av Pres Vargas"
363773,RJ,7043,12175,NULL,"Marechal Floriano","- de 46 a 94 - lado par",20080001,Avenida,S,"Av Mal Floriano"
363777,RJ,7043,12175,NULL,"Marechal Floriano","- de 96 ao fim - lado par",20080002,Avenida,S,"Av Mal Floriano"
363772,RJ,7043,12175,NULL,"Marechal Floriano","- até 45 - lado ímpar",20080003,Avenida,S,"Av Mal Floriano"
363776,RJ,7043,12175,NULL,"Marechal Floriano","- de 47 a 99 - lado ímpar",20080004,Avenida,S,"Av Mal Floriano"
363774,RJ,7043,12175,NULL,"Marechal Floriano","- de 101 a 207 - lado ímpar",20080005,Avenida,S,"Av Mal Floriano"
363775,RJ,7043,12175,NULL,"Marechal Floriano","- de 209 ao fim - lado ímpar",20080006,Avenida,S,"Av Mal Floriano"
915163,RJ,7043,12175,NULL,"Marechal Floriano","- até 44 - lado par",20080007,Avenida,S,"Av Mal Floriano"
345593,RJ,7043,12175,NULL,Camerino,"- lado par",20080010,Rua,S,"R Camerino"
345592,RJ,7043,12175,NULL,Camerino,"- lado ímpar",20080011,Rua,S,"R Camerino"
343491,RJ,7043,12175,NULL,"dos Andradas","- de 131 ao fim - lado ímpar",20080020,Rua,S,"R dos Andradas"
343492,RJ,7043,12175,NULL,"dos Andradas","- de 98 ao fim - lado par",20080021,Rua,S,"R dos Andradas"
362324,RJ,7043,12175,NULL,"da Conceição","- de 117 ao fim - lado ímpar",20080031,Rua,S,"R da Conceição"
362325,RJ,7043,12175,NULL,"da Conceição","- de 122 ao fim - lado par",20080032,Rua,S,"R da Conceição"
