-22.9033459, -43.1741108
-22.9053258, -43.1753216
-22.9065477, -43.171689
-22.9135526, -43.1729363
-22.9121228, -43.17108349999999
-22.910479, -43.17774319999999
-22.9063086, -43.1768351
-22.9031211, -43.1774405
-22.906491, -43.178954
-22.9032893, -43.1813754
-22.908049, -43.1831914
-22.9064194, -43.1880338
-22.9013307, -43.1774405
-22.9078749, -43.2049783
-22.8992731, -43.1862179
-22.8985011, -43.1831914
-22.900116, -43.1801647
-22.8973499, -43.17774319999999
-22.9199108, -43.1764764
-22.9110173, -43.2098185
-22.9127066, -43.197717
-22.9007447, -43.2013478
-22.8976297, -43.19287560000001
-22.9160249, -43.1807701
-22.9103782, -43.1904547
-22.9199254, -43.1904547
-22.9262406, -43.1965067
-22.9189915, -43.2073984
-22.9269662, -43.2049783
-22.9189315, -43.2146583
-22.9269056, -43.2122385
-22.9149145, -43.2194976
-22.9124683, -43.2267557
-22.9199108, -43.1764764
-22.9369679, -43.4114825
-22.9289815, -43.2485237
-22.9187487, -43.23643149999999
-22.9306453, -43.2400595
-22.9355418, -43.2255461
-22.9449583, -43.2400595
-22.9574397, -43.2666564
-22.9699767, -43.2859908
-22.9243357, -43.23401270000001
-22.9289181, -43.25577759999999
-22.9212265, -43.2255461
-22.914701, -43.2448963
-22.9145764, -43.2594041
-22.9303904, -43.2690736
-22.908049, -43.2787413
-22.9223557, -43.2787413
-22.9269937, -43.2932393
-22.9199108, -43.1764764
-22.9143541, -43.2847827
-22.9189594, -43.3029023
-22.9000169, -43.2884071
-22.8997597, -43.3173933
-22.9109261, -43.3125635
-22.8760518, -43.3029023
-22.8831714, -43.3065255
-22.8888491, -43.2932393
-22.8911381, -43.3041101
-22.8778059, -43.2835744
-22.8681471, -43.2980711
-22.8424379, -43.3318801
-22.861871, -43.2884071
-22.8920802, -43.287199
-22.8889738, -43.2787413
-22.8969113, -43.27994959999999
-22.8954047, -43.2702822
-22.8874661, -43.2690736
-22.8972488, -43.2400595
-22.879677, -43.2497327
-22.891752, -43.2315938
-22.8957676, -43.2267557
-22.887707, -43.2400595
-22.8958558, -43.2158682
-22.8735581, -43.2123807
-22.9046147, -43.2146583
-22.9037402, -43.2243364
-22.9067905, -43.2400595
-22.9065434, -43.2690736
-22.9035287, -43.2497327
-22.8986666, -43.2606129
-22.8947121, -43.2581953
-22.8827874, -43.2581953
